OBJECTID,DESCRIPTION,ID,ECYCDOOWCO,ECYCDOOWCO_P,thematic_value,Shape__Area,Shape__Length,CreationDate,Creator,EditDate,Editor
196,"H3T (Montreal, QC)",H3T,342,4.82,4.82,3607516.5,8899.065890536858,1753800246314,Synapse54,1753800246314,Synapse54
197,"H3V (Montreal, QC)",H3V,272,6.67,6.67,3676769.0,9340.08432806038,1753800246314,Synapse54,1753800246314,Synapse54
198,"H3W (Montreal, QC)",H3W,586,4.38,4.38,5569083.5,12464.00419712417,1753800246314,Synapse54,1753800246314,Synapse54
199,"H3X (Montreal, QC)",H3X,1087,10.0,10.0,8676070.0,13038.712105834822,1753800246314,Synapse54,1753800246314,Synapse54
200,"H3Y (Montreal, QC)",H3Y,214,5.4,5.4,5680936.5,10400.46779440301,1753800246314,Synapse54,1753800246314,Synapse54
201,"H3Z (Montreal, QC)",H3Z,988,18.26,18.26,2971245.0,7979.12833061372,1753800246314,Synapse54,1753800246314,Synapse54
202,"H4A (Montreal, QC)",H4A,981,7.92,7.92,6339669.0,10830.775097279686,1753800246314,Synapse54,1753800246314,Synapse54
203,"H4B (Montreal, QC)",H4B,547,4.74,4.74,5495449.5,11430.593825626274,1753800246314,Synapse54,1753800246314,Synapse54
204,"H4C (Montreal, QC)",H4C,1724,17.02,17.02,10079054.5,19231.90024241674,1753800246314,Synapse54,1753800246314,Synapse54
205,"H4E (Montreal, QC)",H4E,1365,8.61,8.61,10446763.5,18116.080205740356,1753800246314,Synapse54,1753800246314,Synapse54
206,"H4G (Verdun, QC)",H4G,1838,11.02,11.02,6200126.5,10435.627645908377,1753800246314,Synapse54,1753800246314,Synapse54
207,"H4H (Verdun, QC)",H4H,306,3.43,3.43,6500184.5,11023.978149390903,1753800246314,Synapse54,1753800246314,Synapse54
208,"H4J (Montreal, QC)",H4J,421,5.5,5.5,6400914.5,12111.703398579217,1753800246314,Synapse54,1753800246314,Synapse54
209,"H4K (Montreal, QC)",H4K,110,2.71,2.71,10268900.0,15365.586434704945,1753800246314,Synapse54,1753800246314,Synapse54
210,"H4L (Montreal, QC)",H4L,2768,18.02,18.02,10499306.5,13425.367090877367,1753800246314,Synapse54,1753800246314,Synapse54
211,"H4M (Montreal, QC)",H4M,894,17.77,17.77,6193041.5,11376.386905744941,1753800246314,Synapse54,1753800246314,Synapse54
212,"H4N (Montreal, QC)",H4N,2611,20.1,20.1,11515200.0,17692.530830513202,1753800246314,Synapse54,1753800246314,Synapse54
213,"H4P (Montreal, QC)",H4P,1417,28.57,28.57,7616644.5,13917.162705093007,1753800246314,Synapse54,1753800246314,Synapse54
214,"H4R (Montreal, QC)",H4R,3977,31.65,31.65,19778627.5,19925.041667183443,1753800246314,Synapse54,1753800246314,Synapse54
215,"H4S (Montreal, QC)",H4S,44,27.16,27.16,25736787.0,27350.179631335064,1753800246314,Synapse54,1753800246314,Synapse54
216,"H4T (Montreal, QC)",H4T,7,53.85,53.85,12913673.5,17286.679172996657,1753800246314,Synapse54,1753800246314,Synapse54
217,"H4V (Montreal, QC)",H4V,535,5.88,5.88,4860370.5,9490.823388671204,1753800246314,Synapse54,1753800246314,Synapse54
218,"H4W (Montreal, QC)",H4W,2369,20.48,20.48,15741448.0,18055.60507168441,1753800246314,Synapse54,1753800246314,Synapse54
219,"H4X (Montreal, QC)",H4X,111,4.0,4.0,3272580.5,9711.337741501437,1753800246314,Synapse54,1753800246314,Synapse54
220,"H4Y (Pointe-Claire-Dorval, QC)",H4Y,0,0.0,0.0,13605865.0,21906.491759391112,1753800246314,Synapse54,1753800246314,Synapse54
221,"H4Z (Montreal, QC)",H4Z,8,34.78,34.78,48269.5,1084.0077881690113,1753800246314,Synapse54,1753800246314,Synapse54
222,"H5A (Montreal, QC)",H5A,0,0.0,0.0,70328.5,1077.3693943590201,1753800246314,Synapse54,1753800246314,Synapse54
223,"H5B (Montreal, QC)",H5B,5,15.63,15.63,69225.0,1241.39561389562,1753800246314,Synapse54,1753800246314,Synapse54
224,"H7A (Laval, QC)",H7A,840,10.81,10.81,55986161.0,35792.476329694015,1753800246314,Synapse54,1753800246314,Synapse54
225,"H7B (Laval, QC)",H7B,38,3.57,3.57,12833492.0,19465.102961418776,1753800246314,Synapse54,1753800246314,Synapse54
226,"H7C (Laval, QC)",H7C,232,6.46,6.46,26706438.0,33344.532757897236,1753800246314,Synapse54,1753800246314,Synapse54
227,"H7E (Laval, QC)",H7E,824,7.8,7.8,58603236.5,49715.749208773435,1753800246314,Synapse54,1753800246314,Synapse54
228,"H7G (Laval, QC)",H7G,757,8.33,8.33,12923832.5,19204.029301455565,1753800246314,Synapse54,1753800246314,Synapse54
229,"H7H (Laval, QC)",H7H,499,9.93,9.93,15956758.0,19199.605061874256,1753800246314,Synapse54,1753800246314,Synapse54
230,"H7J (Laval, QC)",H7J,25,2.87,2.87,53323302.0,33198.313020576155,1753800246314,Synapse54,1753800246314,Synapse54
231,"H7K (Laval, QC)",H7K,1057,12.11,12.11,30865320.0,25890.412217277662,1753800246314,Synapse54,1753800246314,Synapse54
232,"H7L (Laval, QC)",H7L,852,6.01,6.01,44625160.0,29614.545742793118,1753800246314,Synapse54,1753800246314,Synapse54
233,"H7M (Laval, QC)",H7M,819,7.52,7.52,21060041.0,20135.878363934327,1753800246314,Synapse54,1753800246314,Synapse54
234,"H7N (Laval, QC)",H7N,2522,11.57,11.57,22733173.5,31142.9739798465,1753800246314,Synapse54,1753800246314,Synapse54
235,"H7P (Laval, QC)",H7P,1636,11.13,11.13,39418609.5,29119.748261948425,1753800246314,Synapse54,1753800246314,Synapse54
236,"H7R (Laval, QC)",H7R,832,6.88,6.88,39328921.5,33526.83151448517,1753800246314,Synapse54,1753800246314,Synapse54
237,"H7S (Laval, QC)",H7S,272,7.93,7.93,10962382.0,13461.308964386186,1753800246314,Synapse54,1753800246314,Synapse54
238,"H7T (Laval, QC)",H7T,2747,23.4,23.4,19220992.5,21847.72561749218,1753800246314,Synapse54,1753800246314,Synapse54
239,"H7V (Laval, QC)",H7V,1094,10.27,10.27,13084368.0,17090.83415240245,1753800246314,Synapse54,1753800246314,Synapse54
240,"H7W (Laval, QC)",H7W,3120,17.74,17.74,21296664.5,20542.33134907331,1753800246314,Synapse54,1753800246314,Synapse54
241,"H7X (Laval, QC)",H7X,957,9.62,9.62,31137712.0,25106.867662548826,1753800246314,Synapse54,1753800246314,Synapse54
242,"H7Y (Laval, QC)",H7Y,344,9.7,9.7,14444971.0,18869.75173232823,1753800246314,Synapse54,1753800246314,Synapse54
243,"H8N (Lasalle, QC)",H8N,2727,18.89,18.89,14389471.0,18103.010513945057,1753800246314,Synapse54,1753800246314,Synapse54
244,"H8P (Lasalle, QC)",H8P,402,3.75,3.75,21862717.5,20668.285538772176,1753800246314,Synapse54,1753800246314,Synapse54
245,"H8R (Lasalle, QC)",H8R,771,5.41,5.41,18116586.5,27293.21202861797,1753800246314,Synapse54,1753800246314,Synapse54
246,"H8S (Lasalle, QC)",H8S,1632,12.74,12.74,19856874.0,24144.754425147134,1753800246314,Synapse54,1753800246314,Synapse54
247,"H8T (Pointe-Claire-Dorval, QC)",H8T,688,10.6,10.6,21610415.0,20729.17122189251,1753800246314,Synapse54,1753800246314,Synapse54
248,"H8Y (Roxboro, QC)",H8Y,569,7.57,7.57,14039619.0,22252.616674527148,1753800246314,Synapse54,1753800246314,Synapse54
249,"H8Z (Roxboro, QC)",H8Z,798,13.59,13.59,11082242.5,14451.759662340886,1753800246314,Synapse54,1753800246314,Synapse54
250,"H9A (Pierrefonds, QC)",H9A,344,5.55,5.55,9353959.0,13155.163982221264,1753800246314,Synapse54,1753800246314,Synapse54
251,"H9B (Roxboro, QC)",H9B,1575,20.31,20.31,14796114.0,18421.91025899604,1753800246314,Synapse54,1753800246314,Synapse54
252,"H9C (Pierrefonds, QC)",H9C,73,1.7,1.7,24503744.5,20531.792890304176,1753800246314,Synapse54,1753800246314,Synapse54
253,"H9E (Pierrefonds, QC)",H9E,32,2.47,2.47,42250333.0,27083.5790617143,1753800246314,Synapse54,1753800246314,Synapse54
254,"H9G (Pointe-Claire-Dorval, QC)",H9G,608,10.27,10.27,8457140.5,12464.539249179079,1753800246314,Synapse54,1753800246314,Synapse54
255,"H9H (Pierrefonds, QC)",H9H,831,8.63,8.63,19613903.5,23879.67204388559,1753800246314,Synapse54,1753800246314,Synapse54
256,"H9J (Pierrefonds, QC)",H9J,404,5.18,5.18,17167469.0,23970.816444803262,1753800246314,Synapse54,1753800246314,Synapse54
257,"H9K (Pierrefonds, QC)",H9K,315,9.51,9.51,30500131.5,26824.382930325875,1753800246314,Synapse54,1753800246314,Synapse54
258,"H9P (Pointe-Claire-Dorval, QC)",H9P,98,6.14,6.14,19498535.0,39692.170261991225,1753800246314,Synapse54,1753800246314,Synapse54
259,"H9R (Pointe-Claire-Dorval, QC)",H9R,1004,9.3,9.3,29882299.5,25305.84671237734,1753800246314,Synapse54,1753800246314,Synapse54
260,"H9S (Pointe-Claire-Dorval, QC)",H9S,1271,11.41,11.41,78965867.0,44171.880466646624,1753800246314,Synapse54,1753800246314,Synapse54
261,"H9W (Beaconsfield, QC)",H9W,283,3.98,3.98,43852698.0,28888.96518701168,1753800246314,Synapse54,1753800246314,Synapse54
262,"H9X (Sainte-Anne-De-Bellevue, QC)",H9X,207,5.22,5.22,73291956.5,35517.603411509444,1753800246314,Synapse54,1753800246314,Synapse54
263,"J0A (Warwick, QC)",J0A,68,0.8,0.8,2834357143.0,359358.8229727042,1753800246314,Synapse54,1753800246314,Synapse54
264,"J0B (Richmond, QC)",J0B,319,1.09,1.09,10667378133.5,1065896.4278918828,1753800246314,Synapse54,1753800246314,Synapse54
265,"J0C (Saint-Germain-De-Grantham, QC)",J0C,90,0.91,0.91,2217789273.0,543899.6487326861,1753800246314,Synapse54,1753800246314,Synapse54
266,"J0E (Waterloo, QC)",J0E,392,1.54,1.54,4549634499.230469,648394.7017630582,1753800246314,Synapse54,1753800246314,Synapse54
267,"J0G (Saint-Francois-Du-Lac, QC)",J0G,69,0.81,0.81,2514787680.5,333340.5205009883,1753800246314,Synapse54,1753800246314,Synapse54
268,"J0H (Acton Vale, QC)",J0H,289,1.26,1.26,4017334345.9570312,538883.6400762808,1753800246314,Synapse54,1753800246314,Synapse54
269,"J0J (Napierville, QC)",J0J,231,1.26,1.26,3163504441.4609375,385870.6950955986,1753800246314,Synapse54,1753800246314,Synapse54
270,"J0K (Rawdon, QC)",J0K,742,1.0,1.0,29697039721.0,1406950.3334880418,1753800246314,Synapse54,1753800246314,Synapse54
271,"J0L (Saint-Amable, QC)",J0L,1736,4.51,4.51,2780902762.0429688,596544.2844540038,1753800246314,Synapse54,1753800246314,Synapse54
272,"J0M (Chisasibi, QC)",J0M,5,0.07,0.07,2507274503756.0,24396187.397056405,1753800246314,Synapse54,1753800246314,Synapse54
273,"J0N (Sainte-Marthe-Sur-Le-Lac, QC)",J0N,1570,10.0,10.0,341790001.0,92049.64421828423,1753800246314,Synapse54,1753800246314,Synapse54
274,"J0P (Saint-Zotique, QC)",J0P,633,3.42,3.42,1320873265.0,299819.56036801497,1753800246314,Synapse54,1753800246314,Synapse54
275,"J0R (Saint-Sauveur, QC)",J0R,810,4.27,4.27,549507968.0,153164.86554496005,1753800246314,Synapse54,1753800246314,Synapse54
276,"J0S (Sainte-Martine, QC)",J0S,226,1.41,1.41,3261392891.5,373681.8522427627,1753800246314,Synapse54,1753800246314,Synapse54
277,"J0T (Saint-Donat-De-Montcalm, QC)",J0T,229,0.81,0.81,10294024616.5,948593.2698027412,1753800246314,Synapse54,1753800246314,Synapse54
278,"J0V (Saint-Andre-Avellin, QC)",J0V,155,1.15,1.15,5169637352.5,604696.2148960141,1753800246314,Synapse54,1753800246314,Synapse54
279,"J0W (Lac-Des-Ecorces, QC)",J0W,92,1.05,1.05,72760667284.5,2116484.49890364,1753800246314,Synapse54,1753800246314,Synapse54
280,"J0X (Wakefield, QC)",J0X,333,1.5,1.5,18401542242.5,1302599.5812032141,1753800246314,Synapse54,1753800246314,Synapse54
281,"J0Y (Malartic, QC)",J0Y,169,1.47,1.47,223534310999.0,3278730.6722274064,1753800246314,Synapse54,1753800246314,Synapse54
282,"J0Z (Lorrainville, QC)",J0Z,206,1.37,1.37,59867601510.0,2216439.0400546975,1753800246314,Synapse54,1753800246314,Synapse54
283,"J1A (Coaticook, QC)",J1A,36,0.82,0.82,568143726.5,138682.11350637994,1753800246314,Synapse54,1753800246314,Synapse54
284,"J1C (Sherbrooke, QC)",J1C,58,2.03,2.03,148314795.5,58854.95341782354,1753800246314,Synapse54,1753800246314,Synapse54
285,"J1E (Sherbrooke, QC)",J1E,400,2.96,2.96,36392307.5,31305.785200373433,1753800246314,Synapse54,1753800246314,Synapse54
286,"J1G (Sherbrooke, QC)",J1G,253,2.66,2.66,23722537.5,26568.26494121696,1753800246314,Synapse54,1753800246314,Synapse54
287,"J1H (Sherbrooke, QC)",J1H,449,2.61,2.61,90156997.5,95524.0591322304,1753800246314,Synapse54,1753800246314,Synapse54
288,"J1J (Sherbrooke, QC)",J1J,605,7.78,7.78,14850239.5,21529.415696903085,1753800246314,Synapse54,1753800246314,Synapse54
289,"J1K (Sherbrooke, QC)",J1K,99,2.66,2.66,14646372.0,20632.820225363073,1753800246314,Synapse54,1753800246314,Synapse54
290,"J1L (Sherbrooke, QC)",J1L,617,7.54,7.54,27073074.0,24825.97616578884,1753800246314,Synapse54,1753800246314,Synapse54
291,"J1M (Sherbrooke, QC)",J1M,50,1.79,1.79,66319442.5,51850.27975629163,1753800246314,Synapse54,1753800246314,Synapse54
292,"J1N (Sherbrooke, QC)",J1N,749,4.88,4.88,196798113.5,75865.43435097949,1753800246314,Synapse54,1753800246314,Synapse54
293,"J1R (Sherbrooke, QC)",J1R,85,1.81,1.81,129969730.0,55500.89678544112,1753800246314,Synapse54,1753800246314,Synapse54
294,"J1S (Windsor, QC)",J1S,45,1.28,1.28,306725365.5,94080.75320925176,1753800246314,Synapse54,1753800246314,Synapse54
295,"J1T (Val-Des-Sources, QC)",J1T,43,1.04,1.04,94108625.0,49846.76465177346,1753800246314,Synapse54,1753800246314,Synapse54
296,"J1X (Magog, QC)",J1X,1335,7.8,7.8,728921445.0,201253.21200864858,1753800246314,Synapse54,1753800246314,Synapse54
297,"J1Z (Saint-Cyrille-De-Wendover, QC)",J1Z,24,1.05,1.05,352999380.0,123836.95765720992,1753800246314,Synapse54,1753800246314,Synapse54
298,"J2A (Drummondville, QC)",J2A,63,1.19,1.19,210419353.0,83920.96306970775,1753800246314,Synapse54,1753800246314,Synapse54
299,"J2B (Drummondville, QC)",J2B,211,1.27,1.27,262759591.40234375,162201.91283563137,1753800246314,Synapse54,1753800246314,Synapse54
300,"J2C (Drummondville, QC)",J2C,291,1.92,1.92,46328225.59765625,41604.1853996451,1753800246314,Synapse54,1753800246314,Synapse54
301,"J2E (Drummondville, QC)",J2E,33,1.56,1.56,18350789.5,28926.839340474853,1753800246314,Synapse54,1753800246314,Synapse54
302,"J2G (Granby, QC)",J2G,539,3.66,3.66,27125065.5,40964.248286282396,1753800246314,Synapse54,1753800246314,Synapse54
303,"J2H (Granby, QC)",J2H,596,6.06,6.06,136788271.0,82651.78876586944,1753800246314,Synapse54,1753800246314,Synapse54
304,"J2J (Granby, QC)",J2J,425,4.68,4.68,158975426.5,75483.31166212616,1753800246314,Synapse54,1753800246314,Synapse54
305,"J2K (Cowansville, QC)",J2K,203,2.22,2.22,327067186.0,107161.13325887192,1753800246314,Synapse54,1753800246314,Synapse54
306,"J2L (Bromont, QC)",J2L,823,13.88,13.88,230068726.0,81624.30958657779,1753800246314,Synapse54,1753800246314,Synapse54
307,"J2M (Shefford, QC)",J2M,26,0.83,0.83,242332781.2734375,116121.4987637872,1753800246314,Synapse54,1753800246314,Synapse54
308,"J2N (Farnham, QC)",J2N,72,1.44,1.44,187541869.5,67299.99265741695,1753800246314,Synapse54,1753800246314,Synapse54
309,"J2R (Saint-Hyacinthe, QC)",J2R,191,4.43,4.43,202913088.0,104737.13437793839,1753800246314,Synapse54,1753800246314,Synapse54
310,"J2S (Saint-Hyacinthe, QC)",J2S,796,5.19,5.19,64473264.0,73386.10579135851,1753800246314,Synapse54,1753800246314,Synapse54
311,"J2T (Saint-Hyacinthe, QC)",J2T,538,6.59,6.59,91771688.0,53456.23963708392,1753800246314,Synapse54,1753800246314,Synapse54
312,"J2W (Saint-Jean-Sur-Richelieu, QC)",J2W,845,7.15,7.15,103463004.5,59571.138073747235,1753800246314,Synapse54,1753800246314,Synapse54
313,"J2X (Saint-Jean-Sur-Richelieu, QC)",J2X,436,4.87,4.87,145676986.0,80102.73759580929,1753800246314,Synapse54,1753800246314,Synapse54
314,"J2Y (Saint-Jean-Sur-Richelieu, QC)",J2Y,19,0.83,0.83,146400386.17578125,73826.30271667863,1753800246314,Synapse54,1753800246314,Synapse54
315,"J3A (Saint-Jean-Sur-Richelieu, QC)",J3A,361,6.93,6.93,6186209.0,11188.578319190965,1753800246314,Synapse54,1753800246314,Synapse54
316,"J3B (Saint-Jean-Sur-Richelieu, QC)",J3B,919,5.66,5.66,95704303.5,54381.46319865555,1753800246314,Synapse54,1753800246314,Synapse54
317,"J3E (Sainte-Julie, QC)",J3E,959,7.89,7.89,105827610.5,60902.63170645707,1753800246314,Synapse54,1753800246314,Synapse54
318,"J3G (Beloeil, QC)",J3G,1239,8.31,8.31,171490984.5,98109.63892656052,1753800246314,Synapse54,1753800246314,Synapse54
319,"J3H (Beloeil, QC)",J3H,1172,10.48,10.48,80996367.5,55540.40786090735,1753800246314,Synapse54,1753800246314,Synapse54
320,"J3L (Chambly, QC)",J3L,2213,9.85,9.85,364093398.0,124754.83820581688,1753800246314,Synapse54,1753800246314,Synapse54
321,"J3M (Marieville, QC)",J3M,190,3.87,3.87,126097256.5,55752.50302456562,1753800246314,Synapse54,1753800246314,Synapse54
322,"J3N (St-Basile-Le-Grand, QC)",J3N,821,12.15,12.15,74736126.0,37659.20099111866,1753800246314,Synapse54,1753800246314,Synapse54
323,"J3P (Sorel-Tracy, QC)",J3P,227,1.78,1.78,211886795.0,80652.39762505802,1753800246314,Synapse54,1753800246314,Synapse54
324,"J3R (Sorel-Tracy, QC)",J3R,239,3.23,3.23,57862738.0,40488.46821105956,1753800246314,Synapse54,1753800246314,Synapse54
325,"J3T (Nicolet, QC)",J3T,77,1.98,1.98,271606732.5,71484.12258274788,1753800246314,Synapse54,1753800246314,Synapse54
326,"J3V (Saint-Bruno, QC)",J3V,1143,10.63,10.63,90158805.5,51396.92313356961,1753800246314,Synapse54,1753800246314,Synapse54
327,"J3X (Varennes, QC)",J3X,687,7.89,7.89,232058892.5,71561.3428539275,1753800246314,Synapse54,1753800246314,Synapse54
328,"J3Y (Saint-Hubert, QC)",J3Y,3992,14.12,14.12,101336037.0,100201.13539228243,1753800246314,Synapse54,1753800246314,Synapse54
329,"J3Z (Saint-Hubert, QC)",J3Z,181,9.26,9.26,22454206.0,63608.93575532092,1753800246314,Synapse54,1753800246314,Synapse54
330,"J4B (Boucherville, QC)",J4B,2866,16.2,16.2,170076124.5,59886.44585342009,1753800246314,Synapse54,1753800246314,Synapse54
331,"J4G (Longueuil, QC)",J4G,668,13.26,13.26,25356829.5,23719.52752698455,1753800246314,Synapse54,1753800246314,Synapse54
332,"J4H (Longueuil, QC)",J4H,943,11.16,11.16,11650935.0,15524.513087115087,1753800246314,Synapse54,1753800246314,Synapse54
333,"J4J (Longueuil, QC)",J4J,997,6.41,6.41,15351226.5,21930.353895068798,1753800246314,Synapse54,1753800246314,Synapse54
334,"J4K (Longueuil, QC)",J4K,1191,8.72,8.72,12801059.0,20426.997549827258,1753800246314,Synapse54,1753800246314,Synapse54
335,"J4L (Longueuil, QC)",J4L,1000,6.81,6.81,14765810.5,16776.5326873664,1753800246314,Synapse54,1753800246314,Synapse54
336,"J4M (Longueuil, QC)",J4M,531,10.25,10.25,10545973.0,20915.15150342213,1753800246314,Synapse54,1753800246314,Synapse54
337,"J4N (Longueuil, QC)",J4N,2170,40.52,40.52,9982414.5,18319.159231838094,1753800246314,Synapse54,1753800246314,Synapse54
338,"J4P (Longueuil, QC)",J4P,739,12.83,12.83,6998059.0,12458.778436344583,1753800246314,Synapse54,1753800246314,Synapse54
339,"J4R (Longueuil, QC)",J4R,587,11.56,11.56,5607448.0,11472.375668491168,1753800246314,Synapse54,1753800246314,Synapse54
340,"J4S (Longueuil, QC)",J4S,1113,35.17,35.17,4293595.5,10044.635885759557,1753800246314,Synapse54,1753800246314,Synapse54
341,"J4T (Saint-Hubert, QC)",J4T,603,6.61,6.61,8655769.0,12531.329908587128,1753800246314,Synapse54,1753800246314,Synapse54
342,"J4V (Longueuil, QC)",J4V,725,9.54,9.54,9874770.0,19495.60469716676,1753800246314,Synapse54,1753800246314,Synapse54
343,"J4W (Longueuil, QC)",J4W,655,8.93,8.93,11512935.0,16336.628676963564,1753800246314,Synapse54,1753800246314,Synapse54
344,"J4X (Longueuil, QC)",J4X,2009,25.61,25.61,13216489.5,15198.092586417742,1753800246314,Synapse54,1753800246314,Synapse54
345,"J4Y (Longueuil, QC)",J4Y,2693,25.32,25.32,21259495.5,19670.691530096043,1753800246314,Synapse54,1753800246314,Synapse54
346,"J4Z (Longueuil, QC)",J4Z,2312,18.25,18.25,42442433.5,36399.19983850107,1753800246314,Synapse54,1753800246314,Synapse54
347,"J5A (Saint-Constant, QC)",J5A,1123,9.04,9.04,123489244.5,53706.37543156535,1753800246314,Synapse54,1753800246314,Synapse54
348,"J5B (Delson, QC)",J5B,149,4.6,4.6,13765665.5,25868.554957637258,1753800246314,Synapse54,1753800246314,Synapse54
349,"J5C (Sainte-Catherine, QC)",J5C,905,12.82,12.82,20056189.5,22328.89425891819,1753800246314,Synapse54,1753800246314,Synapse54
350,"J5J (Sainte-Sophie, QC)",J5J,107,1.36,1.36,230905181.0,66651.47964912902,1753800246314,Synapse54,1753800246314,Synapse54
351,"J5K (Saint-Colomban, QC)",J5K,98,1.37,1.37,193780426.5,69823.6154247918,1753800246314,Synapse54,1753800246314,Synapse54
352,"J5L (Saint-Jerome, QC)",J5L,693,7.01,7.01,95796285.0,58040.91698594175,1753800246314,Synapse54,1753800246314,Synapse54
353,"J5M (Saint-Lin-Laurentides, QC)",J5M,283,2.77,2.77,245439917.0,79215.19535436288,1753800246314,Synapse54,1753800246314,Synapse54
354,"J5N (Saint-Lin-Laurentides, QC)",J5N,310,4.8,4.8,190530835.0,58815.89393433861,1753800246314,Synapse54,1753800246314,Synapse54
355,"J5R (La Prairie, QC)",J5R,3198,15.2,15.2,116490762.5,83791.09209902641,1753800246314,Synapse54,1753800246314,Synapse54
356,"J5T (Lavaltrie, QC)",J5T,248,3.91,3.91,154486438.5,59411.55582605956,1753800246314,Synapse54,1753800246314,Synapse54
357,"J5V (Louiseville, QC)",J5V,16,0.43,0.43,506748881.0,179854.3461791025,1753800246314,Synapse54,1753800246314,Synapse54
358,"J5W (L'assomption, QC)",J5W,838,7.41,7.41,332828346.5,103350.78663938354,1753800246314,Synapse54,1753800246314,Synapse54
359,"J5X (L'epiphanie, QC)",J5X,158,4.28,4.28,93137482.5,61537.5779427655,1753800246314,Synapse54,1753800246314,Synapse54
360,"J5Y (Repentigny, QC)",J5Y,1605,14.08,14.08,22356230.5,21230.469901767003,1753800246314,Synapse54,1753800246314,Synapse54
361,"J5Z (Repentigny, QC)",J5Z,1557,12.99,12.99,78014581.0,40720.846170485005,1753800246314,Synapse54,1753800246314,Synapse54
362,"J6A (Repentigny, QC)",J6A,1436,9.54,9.54,48655375.5,39943.850012514275,1753800246314,Synapse54,1753800246314,Synapse54
363,"J6E (Joliette, QC)",J6E,734,3.19,3.19,137214208.0,95275.2587794035,1753800246314,Synapse54,1753800246314,Synapse54
364,"J6J (Chateauguay, QC)",J6J,255,2.44,2.44,74217052.0,72123.22068999698,1753800246314,Synapse54,1753800246314,Synapse54
365,"J6K (Chateauguay, QC)",J6K,825,8.08,8.08,20188406.0,28536.15419577854,1753800246314,Synapse54,1753800246314,Synapse54
366,"J6N (Beauharnois, QC)",J6N,452,5.85,5.85,233462281.0,99024.33793574793,1753800246314,Synapse54,1753800246314,Synapse54
367,"J6R (Mercier, QC)",J6R,406,7.04,7.04,115347180.0,49311.90260299979,1753800246314,Synapse54,1753800246314,Synapse54
368,"J6S (Salaberry-De-Valleyfield, QC)",J6S,325,2.63,2.63,210261044.5,73467.37727321035,1753800246314,Synapse54,1753800246314,Synapse54
369,"J6T (Salaberry-De-Valleyfield, QC)",J6T,201,2.19,2.19,46981135.0,36756.956833154014,1753800246314,Synapse54,1753800246314,Synapse54
370,"J6V (Terrebonne, QC)",J6V,1114,18.92,18.92,60800572.0,35889.68273881664,1753800246314,Synapse54,1753800246314,Synapse54
371,"J6W (Terrebonne, QC)",J6W,1087,7.61,7.61,39136671.0,33325.59650886826,1753800246314,Synapse54,1753800246314,Synapse54
372,"J6X (Terrebonne, QC)",J6X,563,5.84,5.84,60225849.5,43095.169343531845,1753800246314,Synapse54,1753800246314,Synapse54
373,"J6Y (Terrebonne, QC)",J6Y,760,8.84,8.84,81550557.0,61201.9952124608,1753800246314,Synapse54,1753800246314,Synapse54
374,"J6Z (Rosemere, QC)",J6Z,802,10.05,10.05,22537924.0,22963.79436186629,1753800246314,Synapse54,1753800246314,Synapse54
375,"J7A (Rosemere, QC)",J7A,356,6.5,6.5,24339416.5,22941.14213233615,1753800246314,Synapse54,1753800246314,Synapse54
376,"J7B (Boisbriand, QC)",J7B,70,1.54,1.54,14667986.5,16792.064136555553,1753800246314,Synapse54,1753800246314,Synapse54
377,"J7C (Boisbriand, QC)",J7C,1994,10.52,10.52,94216134.5,48996.310543076004,1753800246314,Synapse54,1753800246314,Synapse54
378,"J7E (Boisbriand, QC)",J7E,1816,12.9,12.9,38942666.0,66768.75062873606,1753800246314,Synapse54,1753800246314,Synapse54
379,"J7G (Boisbriand, QC)",J7G,520,6.83,6.83,24826343.0,22844.466974416475,1753800246314,Synapse54,1753800246314,Synapse54
380,"J7H (Boisbriand, QC)",J7H,438,11.64,11.64,18524557.5,29683.633390851617,1753800246314,Synapse54,1753800246314,Synapse54
381,"J7J (Boisbriand, QC)",J7J,1713,13.32,13.32,216897455.5,103444.96666308724,1753800246314,Synapse54,1753800246314,Synapse54
382,"J7K (Terrebonne, QC)",J7K,2690,17.12,17.12,193069363.5,83975.60969421153,1753800246314,Synapse54,1753800246314,Synapse54
383,"J7L (Terrebonne, QC)",J7L,250,4.44,4.44,28664221.0,25040.678807417222,1753800246314,Synapse54,1753800246314,Synapse54
384,"J7M (Terrebonne, QC)",J7M,624,7.01,7.01,82543767.0,48321.76398543206,1753800246314,Synapse54,1753800246314,Synapse54
385,"J7N (Boisbriand, QC)",J7N,1238,8.2,8.2,781900527.5,198254.3737699631,1753800246314,Synapse54,1753800246314,Synapse54
386,"J7P (Saint-Eustache, QC)",J7P,1181,10.7,10.7,34525041.5,29797.38514106549,1753800246314,Synapse54,1753800246314,Synapse54
387,"J7R (Saint-Eustache, QC)",J7R,944,6.03,6.03,124808411.0,71490.55014073827,1753800246314,Synapse54,1753800246314,Synapse54
388,"J7T (Vaudreuil-Dorion, QC)",J7T,376,3.38,3.38,297651983.5,93415.04234638221,1753800246314,Synapse54,1753800246314,Synapse54
389,"J7V (Vaudreuil-Dorion, QC)",J7V,3666,12.65,12.65,362449115.0,152968.31394129083,1753800246314,Synapse54,1753800246314,Synapse54
390,"J7W (Vaudreuil-Dorion, QC)",J7W,617,10.16,10.16,24383265.0,23490.450057951097,1753800246314,Synapse54,1753800246314,Synapse54
